user_id;username;user_nid;tweet_id;tweet_url;content;img;colorPred;time;timestamp;imgURL;tags;likes;retweets;replies;is_replied;is_reply_to;color_med
Peugeot;Peugeot;100186027;1103306375986364417;https://t.co/lNZS9z6i8N;@ordinarythings7 Voilà! https://t.co/lNZS9z6i8N;D0-7EgcXQAIv3sR.jpg;;2019-03-06 14:48:33;2019-03-06 14:48:33;http://pbs.twimg.com/media/D0-7EgcXQAIv3sR?format=jpg&name=thumb;[];4;0;;;;(60, 50, 51)
Peugeot;Peugeot;100186027;1103219167749115904;https://t.co/gvM1VPKBHC;Roar power. Say hello to our electrified lion at the #GIMSWISS! #UnboringTheFuture https://t.co/gvM1VPKBHC;D09r_JcX4AAXucz.jpg;;2019-03-06 09:02:01;2019-03-06 09:02:01;http://pbs.twimg.com/media/D09r_JcX4AAXucz?format=jpg&name=thumb;[{'indices': [53, 62], 'text': 'GIMSWISS'}, {'indices': [64, 82], 'text': 'UnboringTheFuture'}];121;21;;;;(80, 89, 109)
Peugeot;Peugeot;100186027;1102977083414843393;https://t.co/kMV25Q5pQQ;Even if the competition is tough, this is our moment. New #Peugeot208 #GIMSSWISS #UnboringTheFuture https://t.co/kMV25Q5pQQ;D06Pz9_XgAAZMze.jpg;;2019-03-05 17:00:03;2019-03-05 17:00:03;http://pbs.twimg.com/media/D06Pz9_XgAAZMze?format=jpg&name=thumb;[{'indices': [58, 69], 'text': 'Peugeot208'}, {'indices': [70, 80], 'text': 'GIMSSWISS'}, {'indices': [81, 99], 'text': 'UnboringTheFuture'}];132;24;;;;(166, 169, 172)
Peugeot;Peugeot;100186027;1102946877840986117;https://t.co/xJstX1ilU1;Guess which Peugeot. #GIMSSWISS #UnboringTheFuture https://t.co/xJstX1ilU1;D050VxsWwAUFxs-.jpg;;2019-03-05 15:00:02;2019-03-05 15:00:02;http://pbs.twimg.com/media/D050VxsWwAUFxs-?format=jpg&name=thumb;[{'indices': [21, 31], 'text': 'GIMSSWISS'}, {'indices': [32, 50], 'text': 'UnboringTheFuture'}];87;11;;;;(132, 115, 54)
Peugeot;Peugeot;100186027;1102915949320159232;https://t.co/tPVzwDJrWW;Already a headliner. New #Peugeot508Concept #UnboringTheFuture #GIMSSWISS https://t.co/tPVzwDJrWW;D05YNfhXgAE2aVr.jpg;;2019-03-05 12:57:08;2019-03-05 12:57:08;http://pbs.twimg.com/media/D05YNfhXgAE2aVr?format=jpg&name=thumb;[{'indices': [25, 43], 'text': 'Peugeot508Concept'}, {'indices': [44, 62], 'text': 'UnboringTheFuture'}, {'indices': [63, 73], 'text': 'GIMSSWISS'}];285;52;;;;(67, 80, 84)
Peugeot;Peugeot;100186027;1102902453010337794;https://t.co/5Hj15otGl7;Deep dive into the #Peugeot world. #GIMSSWISS #UnboringTheFuture https://t.co/5Hj15otGl7;D05L77BWkAAkPFF.jpg;;2019-03-05 12:03:30;2019-03-05 12:03:30;http://pbs.twimg.com/media/D05L77BWkAAkPFF?format=jpg&name=thumb;[{'indices': [19, 27], 'text': 'Peugeot'}, {'indices': [35, 45], 'text': 'GIMSSWISS'}, {'indices': [46, 64], 'text': 'UnboringTheFuture'}];162;26;;;;(59, 72, 91)
Peugeot;Peugeot;100186027;1102667537077161985;https://t.co/dHEEGgX7Qt;Peugeot is ready to take over the #GIMSSWISS, see you tomorrow! #UnboringTheFuture https://t.co/dHEEGgX7Qt;D012SBUX0AAHFTw.jpg;;2019-03-04 20:30:02;2019-03-04 20:30:02;http://pbs.twimg.com/media/D012SBUX0AAHFTw?format=jpg&name=thumb;[{'indices': [34, 44], 'text': 'GIMSSWISS'}, {'indices': [64, 82], 'text': 'UnboringTheFuture'}];257;44;;;;(47, 60, 87)
Peugeot;Peugeot;100186027;1102641543142404097;https://t.co/GJ55g8fmBB;Even our lion is getting ready for the Geneva International Motor Show #GIMSSWISS. https://t.co/GJ55g8fmBB;D01eo9SXcAEAjpJ.jpg;;2019-03-04 18:46:44;2019-03-04 18:46:44;http://pbs.twimg.com/media/D01eo9SXcAEAjpJ?format=jpg&name=thumb;[{'indices': [71, 81], 'text': 'GIMSSWISS'}];173;30;;;;(83, 106, 119)
Peugeot;Peugeot;100186027;1102493889418706944;https://t.co/awKHmy9DcE;#UnboringTheFuture with audacity. This is what Peugeot e-Legend is all about. Tomorrow it’s the #GIMSSWISS. https://t.co/awKHmy9DcE;D0zYWYJXgAAWRL5.jpg;;2019-03-04 09:00:01;2019-03-04 09:00:01;http://pbs.twimg.com/media/D0zYWYJXgAAWRL5?format=jpg&name=thumb;[{'indices': [0, 18], 'text': 'UnboringTheFuture'}, {'indices': [96, 106], 'text': 'GIMSSWISS'}];117;18;;;;(40, 50, 60)
Peugeot;Peugeot;100186027;1102139049781932032;https://t.co/cb4UwRgGv9;Are you ready for the new Peugeot 208? #UnboringTheFuture with style. Two days left #GIMSSWISS https://t.co/cb4UwRgGv9;D0uVn__XcAA23-b.jpg;;2019-03-03 09:30:00;2019-03-03 09:30:00;http://pbs.twimg.com/media/D0uVn__XcAA23-b?format=jpg&name=thumb;[{'indices': [39, 57], 'text': 'UnboringTheFuture'}, {'indices': [84, 94], 'text': 'GIMSSWISS'}];208;28;;;;(34, 47, 63)
Peugeot;Peugeot;100186027;1101769113003847680;https://t.co/Ov48Lna6eX;Discover the new 508 Peugeot Sport Engineered. #UnboringTheFuture with performance. 3 days to go #GIMSSWISS. https://t.co/Ov48Lna6eX;D0pFK2dWoAEr-e0.jpg;;2019-03-02 09:00:01;2019-03-02 09:00:01;http://pbs.twimg.com/media/D0pFK2dWoAEr-e0?format=jpg&name=thumb;[{'indices': [47, 65], 'text': 'UnboringTheFuture'}, {'indices': [97, 107], 'text': 'GIMSSWISS'}];164;21;;;;(37, 39, 46)
Peugeot;Peugeot;100186027;1101483228785979393;https://t.co/m0W5HGXOTt;Meet the incredible Plug-in Hybrid Range. #UnboringTheFuture with choice. 4 days till the #GIMSSWISS https://t.co/m0W5HGXOTt;D0lBKMvWkAAH2JU.jpg;;2019-03-01 14:04:00;2019-03-01 14:04:00;http://pbs.twimg.com/media/D0lBKMvWkAAH2JU?format=jpg&name=thumb;[{'indices': [42, 60], 'text': 'UnboringTheFuture'}, {'indices': [90, 100], 'text': 'GIMSSWISS'}];109;10;;;;(88, 103, 110)
Peugeot;Peugeot;100186027;1100682456099901440;https://t.co/G39TP7YWn5;Are you ready for the future? Enjoy all the benefits of electric driving. New #Peugeot208 #UnboringTheFuture https://t.co/G39TP7YWn5;D0Zo3FuXgAALo47.jpg;;2019-02-27 09:02:01;2019-02-27 09:02:01;http://pbs.twimg.com/media/D0Zo3FuXgAALo47?format=jpg&name=thumb;[{'indices': [78, 89], 'text': 'Peugeot208'}, {'indices': [90, 108], 'text': 'UnboringTheFuture'}];239;38;;;;(61, 75, 84)
Peugeot;Peugeot;100186027;1100440572479840261;https://t.co/n1NmWsqEpr;Guess what’s next!  #WorldPremiere #UnboringTheFuture https://t.co/n1NmWsqEpr;2haLdcaYrEQdx6MA.jpg;;2019-02-26 17:00:52;2019-02-26 17:00:52;http://pbs.twimg.com/amplify_video_thumb/1100440374739435521/img/2haLdcaYrEQdx6MA.jpg;[{'indices': [20, 34], 'text': 'WorldPremiere'}, {'indices': [35, 53], 'text': 'UnboringTheFuture'}];230;50;;;;(5, 14, 19)
Peugeot;Peugeot;100186027;1100327167467114496;https://t.co/V9kIZT2g5L;Discover what’s next with the 3D i-cockpit. New #Peugeot208 #UnboringTheFuture https://t.co/V9kIZT2g5L;lSIEMDSXw6ztc7gJ.jpg;;2019-02-26 09:30:14;2019-02-26 09:30:14;http://pbs.twimg.com/amplify_video_thumb/1100327113079603200/img/lSIEMDSXw6ztc7gJ.jpg;[{'indices': [48, 59], 'text': 'Peugeot208'}, {'indices': [60, 78], 'text': 'UnboringTheFuture'}];280;55;;;;(21, 22, 25)
Peugeot;Peugeot;100186027;1100085526965768193;https://t.co/HSIsDFEymg;A design shaped for you. Be irresistible. New #Peugeot208 #UnboringTheFuture https://t.co/HSIsDFEymg;D0RJ9QEX4AAVVYZ.jpg;;2019-02-25 17:30:02;2019-02-25 17:30:02;http://pbs.twimg.com/media/D0RJ9QEX4AAVVYZ?format=jpg&name=thumb;[{'indices': [46, 57], 'text': 'Peugeot208'}, {'indices': [58, 76], 'text': 'UnboringTheFuture'}];306;57;;;;(72, 75, 80)
Peugeot;Peugeot;100186027;1100074470348374017;https://t.co/eoyof8Ud7F;https://t.co/eoyof8Ud7F;D0Q_4wbX4AAUPby.jpg;;2019-02-25 16:46:06;2019-02-25 16:46:06;http://pbs.twimg.com/media/D0Q_4wbX4AAUPby?format=jpg&name=thumb;[];206;44;;;;(88, 92, 98)
Peugeot;Peugeot;100186027;1100022843025297408;https://t.co/stOAabBwOH;https://t.co/stOAabBwOH;D0QQ7HjWwAUXMhS.jpg;;2019-02-25 13:20:57;2019-02-25 13:20:57;http://pbs.twimg.com/media/D0QQ7HjWwAUXMhS?format=jpg&name=thumb;[];117;18;;;;(155, 157, 161)
Peugeot;Peugeot;100186027;1098130196400693249;https://t.co/IfVYeZzjRp;Tomorrow: Performance meets Hybrid. Stay tuned. #UnboringTheFuture https://t.co/IfVYeZzjRp;XkeEO64jPoXwhryQ.jpg;;2019-02-20 08:00:15;2019-02-20 08:00:15;http://pbs.twimg.com/amplify_video_thumb/1098130139819532288/img/XkeEO64jPoXwhryQ.jpg;[{'indices': [48, 66], 'text': 'UnboringTheFuture'}];134;28;;;;(60, 68, 72)
