user_id;username;user_nid;tweet_id;tweet_url;content;img;colorPred;time;timestamp;imgURL;tags;likes;retweets;replies;is_replied;is_reply_to;color_med
Peugeot;Peugeot;100186027;1210123126991990787;https://t.co/kgoM1igF1D;Electric everyday, hybrid to go further. Discover the #Peugeot next generation Plug-in Hybrid. #UnboringTheFuture https://t.co/kgoM1igF1D;EMs4kVIWkAA_k-t.jpg;;2019-12-26 09:00:11;2019-12-26 09:00:11;http://pbs.twimg.com/media/EMs4kVIWkAA_k-t?format=jpg&name=thumb;[{'indices': [54, 62], 'text': 'Peugeot'}, {'indices': [95, 113], 'text': 'UnboringTheFuture'}];143;35;;;;(17, 20, 23)
Peugeot;Peugeot;100186027;1207314578897604608;https://t.co/X3Y4gDjt5J;Our iconic sedan, born in 1989, is now celebrating its 30th anniversary!  Happy Birthday to the #Peugeot605! https://t.co/X3Y4gDjt5J;EME-NiiXsAY8bE8.jpg;;2019-12-18 15:00:01;2019-12-18 15:00:01;http://pbs.twimg.com/media/EME-NiiXsAY8bE8?format=jpg&name=thumb;[{'indices': [96, 107], 'text': 'Peugeot605'}];250;43;;;;(105, 110, 116)
Peugeot;Peugeot;100186027;1205891202173865985;https://t.co/GE4tyKbMM4;A historic design for a futuristic car. #PeugeotELegend https://t.co/GE4tyKbMM4;ELwvqCtXkAYLcd6.jpg;;2019-12-14 16:44:01;2019-12-14 16:44:01;http://pbs.twimg.com/media/ELwvqCtXkAYLcd6?format=jpg&name=thumb;[{'indices': [40, 55], 'text': 'PeugeotELegend'}];563;67;;;;(70, 66, 63)
Peugeot;Peugeot;100186027;1204792965048258567;https://t.co/bZ6mxf2s8j;Need for hybrid power. New #Peugeot508 #PlugInHybrid #UnboringTheFuture https://t.co/bZ6mxf2s8j;ELhI0TGWsAAHEH0.jpg;;2019-12-11 16:00:01;2019-12-11 16:00:01;http://pbs.twimg.com/media/ELhI0TGWsAAHEH0?format=jpg&name=thumb;[{'indices': [27, 38], 'text': 'Peugeot508'}, {'indices': [39, 52], 'text': 'PlugInHybrid'}, {'indices': [53, 71], 'text': 'UnboringTheFuture'}];164;30;;;;(128, 140, 148)
